;moviename;data;file
45152;Singin' in the Rain;"{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1954214662', 'SubFileName': 'Singin.in.the.Rain.1952.720p.BluRay.X264-AMIABLE.srt', 'SubActualCD': '1', 'SubSize': '106415', 'SubHash': '5fea53d6c22729505ebc00a64321c18e', 'SubLastTS': '01:42:18', 'SubTSGroup': '2', 'InfoReleaseGroup': 'AMIABLE', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '5628741', 'UserID': '1568273', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2014-04-18 18:08:54', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '2', 'SubDownloadsCnt': '25899', 'MovieReleaseName': 'Singin.in.the.Rain.1952.720p.BluRay.X264-AMIABLE', 'MovieFPS': '23.976', 'IDMovie': '420', 'IDMovieImdb': '45152', 'MovieName': ""Singin' in the Rain"", 'MovieNameEng': '', 'MovieYear': '1952', 'MovieImdbRating': '8.3', 'SubFeatured': '0', 'UserNickName': 'Luis-subs', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '72f76af77c2426867d88d7f0252df470', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19a30c51/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1954214662.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5580bba/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/5628741', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/5628741/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/singin-in-the-rain-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0045152', 'sublanguageid': 'eng'}, 'Score': 35.25899}";{'1954214662': '/home/eva/Diploma/os/45152.srt'}
88939;The Color Purple;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1952103840', 'SubFileName': 'The Color Purple_DVDrip_aviM720_DVD1_en.srt', 'SubActualCD': '1', 'SubSize': '46005', 'SubHash': 'c6f2560862f2c4d8db8a7804eb748acc', 'SubLastTS': '01:13:38', 'SubTSGroup': '4', 'InfoReleaseGroup': 'aviM720_DVD1', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '3487586', 'UserID': '751388', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '2', 'SubAuthorComment': '', 'SubAddDate': '2009-04-09 14:27:14', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '19765', 'MovieReleaseName': ' The Color Purple_DVDrip_aviM720_DVD1', 'MovieFPS': '25.000', 'IDMovie': '2352', 'IDMovieImdb': '88939', 'MovieName': 'The Color Purple', 'MovieNameEng': 'Moon Song', 'MovieYear': '1985', 'MovieImdbRating': '7.7', 'SubFeatured': '0', 'UserNickName': 'alien07tit', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'MacRoman', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'c3b525ef5bd423514aadd576c0f6dfed', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19860c4a/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1952103840.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f55f0bc2/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3487586', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3487586/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/the-color-purple-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0088939', 'sublanguageid': 'eng'}, 'Score': 33.19765};{'1952103840': '/home/eva/Diploma/os/88939.srt'}
23458;Shanghai Express;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1953589504', 'SubFileName': 'Shanghai Express. 1932. J.V.Sternberg. Dvdrip Dual Esp-Eng by Theycame2001.srt', 'SubActualCD': '1', 'SubSize': '58589', 'SubHash': 'fdb1baf6d5f2846077bc728ff99a51d1', 'SubLastTS': '01:17:31', 'SubTSGroup': '1', 'InfoReleaseGroup': '', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '5047490', 'UserID': '823591', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2013-06-18 14:07:52', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '1767', 'MovieReleaseName': 'Shanghai Express. 1932. J.V.Sternberg. Dvdrip Dual Esp-Eng by Theycame2001', 'MovieFPS': '29.970', 'IDMovie': '20803', 'IDMovieImdb': '23458', 'MovieName': 'Shanghai Express', 'MovieNameEng': '', 'MovieYear': '1932', 'MovieImdbRating': '7.3', 'SubFeatured': '0', 'UserNickName': 'peppecannone', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '75232531ef357907f19271b2fb1bc439', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19d80c5a/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1953589504.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f53a0bb6/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/5047490', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/5047490/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/shanghai-express-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0023458', 'sublanguageid': 'eng'}, 'Score': 33.01767};{'1953589504': '/home/eva/Diploma/os/23458.srt'}
142032;"""Dune"" Episode #1.2";"{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1954367897', 'SubFileName': ""Part 2 - Muad'Dib.eng.srt"", 'SubActualCD': '1', 'SubSize': '57773', 'SubHash': 'ae345acfa7541b628db0373d0d1099b1', 'SubLastTS': '01:32:23', 'SubTSGroup': '2', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '5789720', 'UserID': '1012060', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2014-08-16 01:10:19', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '8345', 'MovieReleaseName': 'Dune.2000.720p.BluRay.x264-DON[rarbg]', 'MovieFPS': '0.000', 'IDMovie': '130561', 'IDMovieImdb': '1262236', 'MovieName': '""Dune"" Episode #1.2', 'MovieNameEng': '', 'MovieYear': '2000', 'MovieImdbRating': '7.0', 'SubFeatured': '0', 'UserNickName': 'SuperMau', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '1', 'SeriesEpisode': '2', 'MovieKind': 'episode', 'SubHD': '1', 'SeriesIMDBParent': '142032', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': 'c99664d0b661eb1e9d519da0cd1a1161', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19df0c64/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1954367897.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f57b0bbf/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/5789720', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/5789720/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/dune-episode-1-2-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0142032', 'sublanguageid': 'eng'}, 'Score': 35.08345}";{'1954367897': '/home/eva/Diploma/os/142032.srt'}
23427;Scarface;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1956520145', 'SubFileName': 'Scarface.1932.720p.BluRay.x264-USURY.srt', 'SubActualCD': '1', 'SubSize': '92780', 'SubHash': 'dd2d364018b1667f435e7596d78db270', 'SubLastTS': '01:32:40', 'SubTSGroup': '6', 'InfoReleaseGroup': 'USURY', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '7950377', 'UserID': '5140732', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2019-10-30 23:11:15', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '7726', 'MovieReleaseName': 'Scarface.1932.720p.BluRay.x264-USURY', 'MovieFPS': '23.976', 'IDMovie': '22952', 'IDMovieImdb': '23427', 'MovieName': 'Scarface', 'MovieNameEng': '', 'MovieYear': '1932', 'MovieImdbRating': '7.7', 'SubFeatured': '0', 'UserNickName': 'hadilan', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '63e4650e9580fcc5487b50ce2c2ffae8', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19a80c4f/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1956520145.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5670bbf/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/7950377', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/7950377/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/scarface-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0023427', 'sublanguageid': 'eng'}, 'Score': 35.07726};{'1956520145': '/home/eva/Diploma/os/23427.srt'}
109813;The Flintstones;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1954418233', 'SubFileName': 'The.Flintstones.1994.720p.BluRay.x264-TRiPS.srt', 'SubActualCD': '1', 'SubSize': '96406', 'SubHash': '481685489c1925df357a8fa55e947504', 'SubLastTS': '01:30:03', 'SubTSGroup': '3', 'InfoReleaseGroup': 'TRiPS', 'InfoFormat': 'BluRay', 'InfoOther': '', 'IDSubtitle': '5839903', 'UserID': '1568273', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2014-09-29 15:17:28', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '22823', 'MovieReleaseName': 'The.Flintstones.1994.720p.BluRay.x264-TRiPS', 'MovieFPS': '23.976', 'IDMovie': '4238', 'IDMovieImdb': '109813', 'MovieName': 'The Flintstones', 'MovieNameEng': 'The Flintstones: The Live-Action Movie', 'MovieYear': '1994', 'MovieImdbRating': '4.9', 'SubFeatured': '0', 'UserNickName': 'Luis-subs', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '5b2052678e40ec88ae23b5d9920d8d00', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19ae0c51/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1954418233.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f56d0bbe/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/5839903', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/5839903/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/the-flintstones-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0109813', 'sublanguageid': 'eng'}, 'Score': 33.22823};{'1954418233': '/home/eva/Diploma/os/109813.srt'}
74119;All the President's Men;"{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1952855442', 'SubFileName': 'Todos los Hombres del Presidente (1976) HDRip Dual XviD Ac3 by FitoCorleone.Eng.srt', 'SubActualCD': '1', 'SubSize': '183711', 'SubHash': '54758d05b7bab6df5b2358c4233e1064', 'SubLastTS': '02:09:02', 'SubTSGroup': '1', 'InfoReleaseGroup': 'FitoCorleone', 'InfoFormat': 'HDTV', 'InfoOther': '', 'IDSubtitle': '4174467', 'UserID': '66914', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2011-05-07 21:18:02', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '6884', 'MovieReleaseName': 'HDRip.Dual.XviD.Ac3.by-FitoCorleone', 'MovieFPS': '25.000', 'IDMovie': '9029', 'IDMovieImdb': '74119', 'MovieName': ""All the President's Men"", 'MovieNameEng': '', 'MovieYear': '1976', 'MovieImdbRating': '7.9', 'SubFeatured': '0', 'UserNickName': 'marlowe62', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '049341a84895a68d742b257bd98f51b1', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19c70c56/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1952855442.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f53d0bba/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/4174467', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/4174467/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/all-the-president-s-men-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0074119', 'sublanguageid': 'eng'}, 'Score': 33.06884}";{'1952855442': '/home/eva/Diploma/os/74119.srt'}
101700;Delicatessen;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '60650', 'SubFileName': 'Delicatessen_(1991).SChiZO.srt', 'SubActualCD': '1', 'SubSize': '45553', 'SubHash': '0118ea9f3ddb30ec1df492d211fcb57f', 'SubLastTS': '01:30:54', 'SubTSGroup': '4', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '48260', 'UserID': '38304', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2003-06-06 00:00:00', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '5105', 'MovieReleaseName': 'Delicatessen (1991)', 'MovieFPS': '25.000', 'IDMovie': '3060', 'IDMovieImdb': '101700', 'MovieName': 'Delicatessen', 'MovieNameEng': '', 'MovieYear': '1991', 'MovieImdbRating': '7.6', 'SubFeatured': '0', 'UserNickName': 'veverica (a)', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'gold member', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'CP1252', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '0', 'QueryCached': 1, 'SubTSGroupHash': 'dc3a81d69ad808bf805f18120ca5ab28', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-de010b4a/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/60650.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-de0d0b4d/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/48260', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/48260/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/delicatessen-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0101700', 'sublanguageid': 'eng'}, 'Score': 21.05105};{'60650': '/home/eva/Diploma/os/101700.srt'}
60107;Andrei Rublev;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1953179848', 'SubFileName': 'Andrey Rublyov (1966) English 3hrs 02mn 59s @ 23.976fps.srt', 'SubActualCD': '1', 'SubSize': '77305', 'SubHash': '6d4e84d5d80ef895f429f07fa1c07361', 'SubLastTS': '03:02:36', 'SubTSGroup': '30', 'InfoReleaseGroup': '', 'InfoFormat': '', 'InfoOther': '', 'IDSubtitle': '4632484', 'UserID': '1089737', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2012-08-05 02:04:48', 'SubBad': '0', 'SubRating': '10.0', 'SubSumVotes': '1', 'SubDownloadsCnt': '3758', 'MovieReleaseName': 'BluRay 3hrs 02mn 59s', 'MovieFPS': '23.976', 'IDMovie': '1032', 'IDMovieImdb': '60107', 'MovieName': 'Andrei Rublev', 'MovieNameEng': 'Andrei Rublev', 'MovieYear': '1966', 'MovieImdbRating': '8.1', 'SubFeatured': '0', 'UserNickName': 'subshare', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '1', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'UTF-8', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '14b50b6008c54d17c89d4409dd4533fe', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19d00c60/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1953179848.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5400bb8/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/4632484', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/4632484/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/andrei-rublev-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0060107', 'sublanguageid': 'eng'}, 'Score': 35.03758};{'1953179848': '/home/eva/Diploma/os/60107.srt'}
55798;Birdman of Alcatraz;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1954213240', 'SubFileName': 'Birdman.of.Alcatraz.1962.720p.WEB-DL.AAC2.0.H.264-ViGi.english.srt', 'SubActualCD': '1', 'SubSize': '109002', 'SubHash': '1c30d962ef6035071e17cd2b75633d29', 'SubLastTS': '02:28:20', 'SubTSGroup': '30', 'InfoReleaseGroup': 'ViGi', 'InfoFormat': 'WEB-DL', 'InfoOther': '', 'IDSubtitle': '5627318', 'UserID': '1189705', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2014-04-14 19:38:37', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '2695', 'MovieReleaseName': 'Birdman.of.Alcatraz.1962.720p.WEB-DL.AAC2.0.H.264-ViGi.english.srt', 'MovieFPS': '23.976', 'IDMovie': '10575', 'IDMovieImdb': '55798', 'MovieName': 'Birdman of Alcatraz', 'MovieNameEng': '', 'MovieYear': '1962', 'MovieImdbRating': '7.8', 'SubFeatured': '0', 'UserNickName': 'arcchancellor', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'administrator', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '1', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '356487568cb8dc706c90ada0c30beed6', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-198d0c48/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1954213240.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5490bb9/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/5627318', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/5627318/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/birdman-of-alcatraz-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0055798', 'sublanguageid': 'eng'}, 'Score': 33.02695};{'1954213240': '/home/eva/Diploma/os/55798.srt'}
21749;City Lights;{'MatchedBy': 'imdbid', 'IDSubMovieFile': '0', 'MovieHash': '0', 'MovieByteSize': '0', 'MovieTimeMS': '0', 'IDSubtitleFile': '1951858611', 'SubFileName': 'City.Lights.1931.DVDRip.XviD.Subs.EN-DK.srt', 'SubActualCD': '1', 'SubSize': '7554', 'SubHash': 'aaa117708832ad302f99a88c4ce746d4', 'SubLastTS': '01:22:10', 'SubTSGroup': '1', 'InfoReleaseGroup': '', 'InfoFormat': 'DVD', 'InfoOther': '', 'IDSubtitle': '3275621', 'UserID': '67084', 'SubLanguageID': 'eng', 'SubFormat': 'srt', 'SubSumCD': '1', 'SubAuthorComment': '', 'SubAddDate': '2008-04-23 03:48:16', 'SubBad': '0', 'SubRating': '0.0', 'SubSumVotes': '0', 'SubDownloadsCnt': '24310', 'MovieReleaseName': 'City.Lights.1931.DVDRip.XviD-DK', 'MovieFPS': '25.000', 'IDMovie': '1104', 'IDMovieImdb': '21749', 'MovieName': 'City Lights', 'MovieNameEng': 'City Lights: A Comedy Romance in Pantomime', 'MovieYear': '1931', 'MovieImdbRating': '8.5', 'SubFeatured': '0', 'UserNickName': 'eselworx', 'SubTranslator': '', 'ISO639': 'en', 'LanguageName': 'English', 'SubComments': '0', 'SubHearingImpaired': '0', 'UserRank': 'trusted', 'SeriesSeason': '0', 'SeriesEpisode': '0', 'MovieKind': 'movie', 'SubHD': '0', 'SeriesIMDBParent': '0', 'SubEncoding': 'ASCII', 'SubAutoTranslation': '0', 'SubForeignPartsOnly': '0', 'SubFromTrusted': '1', 'QueryCached': 1, 'SubTSGroupHash': '8f9d7136aba015acdcef22aee23cd2f2', 'SubDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-19cb0c56/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/filead/1951858611.gz', 'ZipDownloadLink': 'http://dl.opensubtitles.org/en/download/src-api/vrf-f5380bb3/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/subad/3275621', 'SubtitlesLink': 'http://www.opensubtitles.org/en/subtitles/3275621/sid-A34BcLvy9ZJBkIScHrvxVpslA,a/city-lights-en', 'QueryNumber': '0', 'QueryParameters': {'imdbid': '0021749', 'sublanguageid': 'eng'}, 'Score': 33.2431};{'1951858611': '/home/eva/Diploma/os/21749.srt'}
